age,period_days,star_1_mass(Donor),star_2_mass(NS)
6456568840.98613,0.067124303155812,0.022159597549369,1.64445875855417
6463695221.00392,0.067159548464429,0.022138288713767,1.64446408576307
6470912888.71595,0.067195420136531,0.022116752256247,1.64446946987745
6477957538.12215,0.067229987492385,0.022095844059987,1.64447469692651
6484917691.54065,0.067264305967594,0.022075228667998,1.64447985077451
6492026133.01523,0.067299261755563,0.022054245774616,1.64448509649786
6499285745.37031,0.067334839387756,0.022032893637612,1.64449043453211
6506574205.20897,0.067370394857335,0.022011539027145,1.64449577318472
6513849412.21282,0.067405870931248,0.021990288852491,1.64450108572839
6521196741.86796,0.067441720318455,0.021968890104092,1.64450643541549
6528544435.87096,0.067477643490902,0.021947547045403,1.64451177118016
6535720210.13537,0.067512451508225,0.021926795667409,1.64451695902466
6542807502.51941,0.067546839641597,0.021906358995029,1.64452206819275
6549895849.53268,0.067581026176605,0.021886000838597,1.64452715773186
6557034896.63073,0.067615718925777,0.021865527888036,1.6445322759695
6564373085.57269,0.067651063346644,0.021844579794985,1.64453751299276
6571887872.35614,0.067687437577185,0.021823172440501,1.64454286483139
6579427185.82192,0.067723721813135,0.02180178318921,1.64454821214421
6586928169.01627,0.067759771075524,0.021780572734798,1.64455351475781
6594396122.89981,0.06779547411739,0.021759539516908,1.64455877306228
6601901233.84177,0.067831708675119,0.02173842702142,1.64456405118616
6609355102.04437,0.06786715985182,0.02171757930941,1.64456926311416
6616711558.60382,0.067902341056574,0.021697044230597,1.64457439688386
6624132999.4203,0.067937646420576,0.021676408728054,1.6445795557595
6631606640.48672,0.06797326433024,0.021655682687982,1.64458473726952
6639080336.42561,0.068008866053019,0.021635019793303,1.64458990299318
6646471988.47382,0.068043802895724,0.021614673272502,1.64459498962339
6653834873.10487,0.06807868793348,0.021594456034821,1.64460004393281
6661308139.27618,0.068114205174284,0.021573984009699,1.64460516193909
6668872482.06812,0.068150021613741,0.021553337987365,1.64461032344467
6676459236.27287,0.068185674667641,0.021532720971408,1.64461547769866
6684075474.54988,0.068221260152811,0.02151210714042,1.64462063115641
6691729611.5951,0.068257160223712,0.0214914378013,1.64462579849119
6699395407.8532,0.06829308822562,0.021470801574895,1.64463095754779
6707103247.7457,0.068329075853284,0.021450128613223,1.6446361257882
6714841944.81875,0.068365427421629,0.021429411892139,1.64464130496848
6722495290.54412,0.068401151124446,0.021409008782279,1.64464640574594
6730055659.25733,0.068436458560966,0.021388911052452,1.6446514301784
6737606582.75238,0.068471510904419,0.02136891905232,1.64465642817843
6745149263.74968,0.068506500261651,0.02134900939595,1.64466140559252
6752791984.77482,0.068541842665659,0.021328905895087,1.64466643146774
6760628762.59442,0.068578031236429,0.021308358060863,1.64467156842629
6768604943.47926,0.068614973434361,0.021287496215089,1.64467678388774
6776513850.47849,0.068651457187523,0.021266888357511,1.64468193585213
6784314474.66223,0.068687681715471,0.021246598585036,1.64468700829525
6792104268.35015,0.068723354972268,0.021226449021179,1.64469204568622
6800027631.04063,0.068760011782585,0.0212059761945,1.64469716389289
6808057737.37273,0.068796672401038,0.021185340735411,1.64470232275766
6816080983.08523,0.068833362586497,0.021164778902117,1.64470746321598
6824217856.41444,0.068870802639734,0.021143965357435,1.64471266660215
6832288351.04524,0.068907564008598,0.021123422999788,1.64471780219156
6840224922.33692,0.068943656193312,0.021103288243807,1.64472283588056
6848207456.18362,0.068979818956471,0.021083111170693,1.64472788014884
6856260809.17184,0.069016595779461,0.021062785720819,1.64473296151131
6864325590.16284,0.069053093555778,0.021042526391392,1.64473802634366
6872418800.64688,0.069089606670038,0.021022268053786,1.64474309092806
6880664053.87704,0.069126957082895,0.021001675843527,1.64474823898063
6888951533.3834,0.069164260817056,0.020981065564487,1.64475339155039
6897129018.65801,0.069201238487781,0.020960773421452,1.64475846458615
6905219353.83249,0.069237561287121,0.020940784210497,1.64476346188889
6913325361.70679,0.069274069437505,0.020920804055849,1.64476845692755
6921522301.89062,0.069310675438528,0.020900691508286,1.64477348506444
6929841353.08952,0.069347902684471,0.020880332967684,1.64477857469959
6938287131.49964,0.069385654728737,0.02085973150538,1.64478372506517
6946799029.19522,0.06942383930758,0.020839018878216,1.64478890322196
6955244887.59258,0.069461380515797,0.020818565234604,1.64479401663286
6963602917.85329,0.069498539706884,0.020798385015267,1.64479906168769
6971928517.28591,0.069535493798231,0.020778349752253,1.64480407050345
6980215677.70844,0.069572133154391,0.02075848109344,1.64480903766815
6988506867.47594,0.069608884842815,0.020738652462666,1.64481399482584
6996781706.24814,0.069645566914468,0.020718921467898,1.64481892757454
7005069238.78601,0.06968221425107,0.020699227863965,1.64482385097552
7013380653.2143,0.069718556960836,0.020679576823892,1.64482876373554
7021837767.32471,0.069755783570642,0.020659616129938,1.64483375390903
7030510439.48238,0.069793738006468,0.0206392306236,1.64483885028561
7039295073.61899,0.069832134124093,0.0206186503774,1.64484399534716
7048203906.35197,0.06987106139689,0.020597845371965,1.64484919659852
7057100051.93706,0.069910096114644,0.020577119137438,1.64485437815715
7065784116.39713,0.069947828206526,0.020556986611067,1.64485941128874
7074390580.00373,0.069985396377062,0.020537077499514,1.64486438856663
7083069334.05987,0.070022901434901,0.020517099107958,1.64486938316452
7091842761.94691,0.070061082078262,0.020496937970832,1.6448744234488
7100686466.20405,0.070099341917556,0.020476699934241,1.64487948295795
7109499482.69099,0.070137389048036,0.020456601866346,1.64488450747492
7118264588.74296,0.070175289506085,0.020436668156043,1.6448894909025
7126993679.03433,0.070212743089394,0.020416904924739,1.64489443171033
7135762126.12369,0.070250277070054,0.020397121023384,1.64489937768566
7144672193.96684,0.070288439027136,0.020377076408045,1.6449043888395
7153762381.57102,0.07032764029443,0.020356663581258,1.6449094920462
7162758554.65591,0.070365960004066,0.020336570906824,1.6449145152148
7171551509.90734,0.070403446033326,0.020316988886582,1.64491941071986
7180346577.1944,0.070440837144277,0.020297470932854,1.6449242902083
7189183644.78824,0.070478387639093,0.02027792036797,1.64492917784952
7198098380.30594,0.070516399177714,0.020258244694371,1.64493409676792
7207012392.61702,0.070554102472922,0.020238659481161,1.64493899307122
7215884816.6079,0.070591568736088,0.020219230098165,1.64494385041697
7224849751.5161,0.070629461342614,0.020199653597325,1.64494874454218
7233876071.45135,0.070667357727411,0.020180027120873,1.64495365116129
7242914414.42186,0.070705528178002,0.020160412587862,1.64495855479454
7251996896.62214,0.070743621532172,0.020140787241912,1.64496346113103
7261118280.9571,0.070781948623697,0.020121130948251,1.64496837520445
7270210862.79323,0.070819983068286,0.020101612593111,1.64497325479323
7279315638.09384,0.0708580277008,0.020082131025189,1.64497812518521
7288501526.9971,0.070896373935128,0.020062538965017,1.64498302320026
7297617862.56019,0.070934264355163,0.020043169885365,1.64498786547017
7306712472.91587,0.070972037375438,0.020023907581596,1.64499268104611
7315880552.37663,0.071010125440785,0.020004547030111,1.64499752118398
7325182203.07703,0.071048554546798,0.019984984057279,1.64500241192719
7334720342.38755,0.071087840501455,0.019964996628762,1.64500740878432
7344364774.6439,0.071127762503676,0.019944830988849,1.6450124501943
7354006574.14538,0.071167670957883,0.019924734594295,1.64501747429294
7363538713.66114,0.071206746432377,0.01990496449326,1.64502241681819
7372943938.23314,0.071245323355404,0.01988551559251,1.64502727904338
7382337010.87715,0.071283751582667,0.019866160163451,1.64503211790065
7391786462.44754,0.071322306777207,0.019846757391574,1.64503696859362
7401346474.99317,0.071361235691237,0.019827194756653,1.64504185925235
7411047091.79901,0.071400801877666,0.019807399627226,1.6450468080347
7420634297.68264,0.071439959070488,0.019787891601508,1.64505168504113
7430062710.00565,0.07147809198876,0.019768800135008,1.64505645790776
7439452984.82026,0.071516086380624,0.019749841485916,1.64506119757003
7448829019.70734,0.071554101013287,0.019730960926597,1.64506591770986
7458260692.86553,0.071592164878445,0.019712041336957,1.64507064760727
7467867473.44347,0.071630885323262,0.019692833050266,1.64507544967894
7477639478.78406,0.071670134180087,0.019673366739279,1.64508031625669
7487387576.91537,0.071709370509432,0.019654000140299,1.64508515790643
7497030968.44481,0.071748003563581,0.019634916844706,1.64508992873033
7506594532.44639,0.0717862829244,0.019616051735542,1.64509464500762
7516203131.22707,0.071824566360065,0.019597170759225,1.6450993652517
7525918208.72734,0.071863483117028,0.019578118919922,1.64510412821153
7535636487.39189,0.071902216824179,0.01955913648593,1.64510887382003
7545301672.05728,0.071940584975639,0.019540328746734,1.64511357575483
7555026814.09633,0.071979253046892,0.01952145554462,1.64511829405535
7564555763.03931,0.072016925023394,0.019503038031623,1.6451228984336
7573987605.87959,0.072054236707237,0.019484859486055,1.64512744307
7583589583.44753,0.072092157627399,0.019466412920358,1.64513205471142
7593174937.24875,0.072129857981162,0.019448066622893,1.64513664128579
7602756156.84177,0.072167533886472,0.019429782838353,1.64514121223192
7612533991.35561,0.072205915245157,0.019411185023521,1.64514586168563
7622580327.59346,0.072245269102855,0.019392141386572,1.64515062259487
7632805996.88592,0.072285453991182,0.01937280590831,1.64515545646443
7642997772.8873,0.072325227246911,0.019353619397848,1.64516025309205
7653084249.82356,0.072364379330676,0.01933470836882,1.6451649808493
7663258775.65498,0.072404154794582,0.019315665321624,1.6451697416111
7673380208.42107,0.072443477530305,0.019296801676166,1.64517445752247
7683405047.13231,0.072482345181313,0.019278181893402,1.64517911246816
7693413871.98159,0.0725211543428,0.01925964744676,1.64518374607982
7703285914.64668,0.072559200467801,0.019241441558285,1.64518829755194
7713228522.08529,0.07259745382058,0.019223165433067,1.64519286658324
7723458704.8569,0.072636956751103,0.019204404229085,1.64519755688424
7733821461.05512,0.072676811216536,0.019185472223318,1.64520228988568
7744235794.77881,0.072716724733116,0.019166516898801,1.64520702871681
7754719860.35867,0.072756839149156,0.019147499424977,1.64521178308526
7765225198.81096,0.072797004626236,0.019128505036548,1.64521653168237
7775904755.956,0.072837795564776,0.019109259300745,1.64522134311632
7786667125.05658,0.072878738205949,0.019089939812899,1.64522617298828
7797332947.80342,0.072918976263351,0.019070883369934,1.64523093709903
7807990331.77561,0.072959576973708,0.019051866657807,1.64523569127706
7818620317.60563,0.072999800571952,0.019032981665329,1.64524041252518
7829170311.85484,0.073039583381963,0.01901430862677,1.64524508078482
7839800158.18362,0.073079708286622,0.018995548377151,1.64524977084722
7850526822.69805,0.073120131149361,0.018976681575903,1.64525448754753
7861448817.96589,0.073161342857455,0.018957526525375,1.64525927631017
7872512415.71901,0.073203038175004,0.018938188943742,1.64526411070557
7883315321.08263,0.073243483381289,0.018919389852784,1.64526881047831
7893897921.82614,0.073283144709199,0.018901027235688,1.64527340113259
7904470935.21602,0.073322626942949,0.018882749177486,1.64527797064714
7915216066.33933,0.073362714937895,0.018864233115382,1.64528259966266
7926043484.39822,0.073402970617448,0.018845644487999,1.64528724681951
7936929478.35085,0.073443317639845,0.018827023716559,1.64529190201237
7947871296.80205,0.073484016614246,0.018808352797221,1.6452965697422
7958786994.68309,0.073524472976612,0.018789796548321,1.64530120880443
7969767842.185,0.073565044643232,0.018771197942208,1.64530585845596
7980825522.16205,0.073605821882054,0.018752533878398,1.64531052447191
7991877738.96442,0.07364651293361,0.01873394254323,1.6453151723057
8002939466.50973,0.073687279311885,0.018715389375169,1.64531981059772
8013960190.92771,0.073727770460992,0.018696972631411,1.64532441478366
8024874873.07716,0.073767832678426,0.018678792297706,1.64532895986708
8035838645.41685,0.073807739548294,0.018660614160142,1.64533350440147
8047029113.86277,0.073848852712166,0.018642084621565,1.64533813678612
8058273910.40662,0.073889752302987,0.018623557914959,1.64534276846277
8069472735.29858,0.073930565465486,0.018605157285409,1.64534736862016
8080796684.98249,0.073971632868812,0.018586625685115,1.64535200152023
8092283608.60759,0.074013216219348,0.018567892412893,1.64535668483829
8103971295.16161,0.074055675175549,0.018548879556256,1.64536143805245
8115822340.89983,0.07409843675412,0.018529687302585,1.64536623611586
8127734842.52858,0.074141422600758,0.018510457733351,1.64537104350817
8139566182.20822,0.074184048533674,0.018491426539761,1.64537580130657
8151365828.71498,0.074226343999774,0.01847252525728,1.64538052662719
8163140712.45367,0.074268727252461,0.018453709083728,1.64538523067058
8174769896.60694,0.074310340376764,0.01843520508388,1.64538985667054
8186204420.44148,0.074351001597131,0.018417088669013,1.64539438577426
8197642752.6931,0.074391707190326,0.018399019235393,1.64539890313266
8209314550.25471,0.074433450847475,0.018380620710591,1.64540350276386
8220918661.07513,0.074474510664558,0.018362422455621,1.6454080523276
8232245657.65442,0.074514705137538,0.01834470373357,1.64541248200812
8243623684.87086,0.074554947234768,0.018326969912875,1.64541691546329
8255191451.73552,0.074595922307795,0.018308990011071,1.64542141043874
8266754274.97103,0.074636734443912,0.018291084834998,1.64542588673276
8278389507.60758,0.07467766841288,0.018273133660849,1.6454303745263
8290172157.9928,0.074719131943375,0.018255010110229,1.64543490541395
8301947525.47387,0.074760432742869,0.018236965089903,1.64543941666903
8313639366.67983,0.074801291121162,0.018219115458876,1.64544387907679
8325225933.08884,0.074841862156914,0.018201473887723,1.64544828946958
8336814696.82986,0.074882100825801,0.018183910037454,1.64545268043215
8348521585.25924,0.074922977978298,0.018166202226531,1.64545710738488
8360341007.42393,0.074964181575376,0.018148384192843,1.6454615618933
8372154438.63429,0.075005069001254,0.018130653701994,1.64546599451601
8383993621.49175,0.07504627196118,0.018112920504578,1.64547042781536
8395833475.85575,0.075087127543684,0.018095268789394,1.64547484074416
8407540501.91046,0.075127348982185,0.018077882195778,1.64547918739256
8419250541.11683,0.075167664567763,0.018060536544458,1.64548352380539
8431141312.55701,0.075208610287212,0.018042975617425,1.64548791403715
8443192072.11278,0.075249984539407,0.018025242563554,1.64549234730062
8455285020.30751,0.075291311510732,0.018007517534848,1.6454967785578
8467575343.42386,0.07533330361036,0.017989559576943,1.64550126804727
8480075275.89886,0.075376133403087,0.017971342869148,1.64550582222422
8492504830.52724,0.075418252433778,0.017953323428864,1.64551032708429
8504942364.65563,0.075460616141943,0.017935331527588,1.64551482505961
8517269815.20237,0.075502531879203,0.01791756037662,1.64551926784735
8529311936.79956,0.075543211060864,0.01790027505554,1.64552358917762
8541346093.00519,0.075583958246846,0.017883045677248,1.6455278965222
8553442109.6519,0.075624659818301,0.017865800112934,1.64553220791328
8565625836.53706,0.07566562546934,0.017848484388446,1.6455365368444
