age,period_days,star_1_mass(Donor),star_2_mass(NS)
12168527471.1238,119.471588008063,0.320638796661268,1.40720967223383
12168529997.4028,119.47158800806,0.320638796661268,1.40720967223383
12168532256.3866,119.471588008058,0.320638796661268,1.40720967223383
12168534246.7411,119.471588008056,0.320638796661268,1.40720967223383
12168535981.1535,119.471588008054,0.320638796661268,1.40720967223383
12168537485.4649,119.471588008053,0.320638796661268,1.40720967223383
12168538792.8404,119.471588008051,0.320638796661268,1.40720967223383
12168539937.9239,119.47158800805,0.320638796661268,1.40720967223383
12168540952.6399,119.471588008049,0.320638796661268,1.40720967223383
12168541863.8259,119.471588008048,0.320638796661268,1.40720967223383
12168542693.3268,119.471588008047,0.320638796661268,1.40720967223383
12168543458.4359,119.471588008047,0.320638796661268,1.40720967223383
12168544172.5127,119.471588008046,0.320638796661268,1.40720967223383
12168544845.7868,119.471588008045,0.320638796661268,1.40720967223383
12168545486.3775,119.471588008044,0.320638796661268,1.40720967223383
12168546100.889,119.471588008044,0.320638796661268,1.40720967223383
12168546694.5082,119.471588008043,0.320638796661268,1.40720967223383
12168547271.5962,119.471588008043,0.320638796661268,1.40720967223383
12168547835.948,119.471588008042,0.320638796661268,1.40720967223383
12168548390.6207,119.471588008041,0.320638796661268,1.40720967223383
12168548938.2564,119.471588008041,0.320638796661268,1.40720967223383
12168549481.2253,119.47158800804,0.320638796661268,1.40720967223383
12168550021.4301,119.47158800804,0.320638796661268,1.40720967223383
12168550560.6504,119.471588008039,0.320638796661268,1.40720967223383
12168551100.8031,119.471588008039,0.320638796661268,1.40720967223383
12168551643.6975,119.471588008038,0.320638796661268,1.40720967223383
